file	source	git_blob_sha
0e31735f75e4__snorkel-marlin-repos__box_static.frd	https://github.com/snorkel-marlin-repos/FreeCAD_FreeCAD_pr_23019_084706e8-52dc-48b9-97f4-bd54f71142c4/blob/HEAD/src/Mod/Fem/femtest/data/calculix/box_static.frd	0e31735f75e433c42a39b0b752921bd1542d02f4
0e31735f75e4__snorkel-marlin-repos__box_static.frd	https://github.com/snorkel-marlin-repos/FreeCAD_FreeCAD_pr_23291_caab13a2-95d9-4284-8717-e25db8b34f16/blob/HEAD/src/Mod/Fem/femtest/data/calculix/box_static.frd	0e31735f75e433c42a39b0b752921bd1542d02f4
0e31735f75e4__somebodyishere-kgp__box_static.frd	https://github.com/somebodyishere-kgp/AURACAD/blob/HEAD/src/src/Mod/Fem/femtest/data/calculix/box_static.frd	0e31735f75e433c42a39b0b752921bd1542d02f4
0e31735f75e4__wsteffe__box_static.frd	https://github.com/wsteffe/klayout_FreeCAD/blob/HEAD/Mod/Fem/femtest/data/calculix/box_static.frd	0e31735f75e433c42a39b0b752921bd1542d02f4
0e6a60ee10b8__romain-o__SIG120-4_45deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/45deg/SIG120-4_45deg.frd	0e6a60ee10b8f5e8ffc903d94749ce032d93f790
0ea369f45c3c__romain-o__DS135-8_15deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Midranges/FRD/15deg/DS135-8_15deg.frd	0ea369f45c3c9b5f0d332be6d9de4cfde53f6b24
0f44ed442823__lpaiu-cs__8834_apollo15_crd_250307_1955_0.frd	https://github.com/lpaiu-cs/self-mass-unobservability/blob/HEAD/data/request4_llr/monthly_split_probe_apollo15_202503/8834_apollo15_crd_250307_1955_0.frd	0f44ed4428234cab9ec7c4ef262b338fcb3fe18c
102dc4bd3915__DriftingOtter__Frequnecy_Response.frd	https://github.com/DriftingOtter/Project-Resonator/blob/HEAD/BA Driver Spec Sheets/Knowles_TEC_30033/Frequnecy_Response.frd	102dc4bd3915c3ff8d7e37e45e227d830265f1ee
10557e065685__mckayreedmoore__cube.frd	https://github.com/mckayreedmoore/mini-moonboard/blob/HEAD/fea/mortar_build/baseline-cube-y1j5w_j0/mortar_0p25-packaged-new-libraries/cube.frd	10557e0656854e42fa619b0916cd1efb490ea207
10557e065685__mckayreedmoore__cube.frd	https://github.com/mckayreedmoore/mini-moonboard/blob/HEAD/fea/mortar_build/baseline-cube-y1j5w_j0/mortar_0p25-packaged-original/cube.frd	10557e0656854e42fa619b0916cd1efb490ea207
1180714071a6__mbrennwa__MonkeyCoffin20181229_SCANR2904WG148_1m_hor_+90.frd	https://github.com/mbrennwa/osmcdoc/blob/HEAD/plots/raw_drivers/spliced_curves/MonkeyCoffin20181229_SCANR2904WG148_1m_hor_+90.frd	1180714071a65f9208cef6f14ebbde7ff889a14b
119d459b10fc__lpaiu-cs__8834_apollo15_crd_250308_1852_0.frd	https://github.com/lpaiu-cs/self-mass-unobservability/blob/HEAD/data/request4_llr/monthly_split_probe_apollo15_202503/8834_apollo15_crd_250308_1852_0.frd	119d459b10fc6f4c418405a86da3f29e8709ffd1
1268a3d3280d__fzqing__Kconfig.frd	https://github.com/fzqing/linux-2.6/blob/HEAD/lib/Kconfig.FRD	1268a3d3280d9d62c2fee5652f3de01807ede71e
12bc1991f9f8__pierreaubert__Aalto_3_Passive_ver_20.frd	https://github.com/pierreaubert/spinorama/blob/HEAD/datas/measurements/Aalto Speakers Aalto 3 Passive/vendor/Originals/Aalto 3 Passive ver 20.frd	12bc1991f9f85d0607c1a86a0c69c48d3167bb74
1364abef8ba4__spolanski__Coarse_Lin_Tet.frd	https://github.com/spolanski/CoFEA/blob/HEAD/benchmarks/02-cooks-membrane/calculix/poisson_0_33/Coarse_Lin_Tet/Coarse_Lin_Tet.frd	1364abef8ba40cd762c5f60168151bb48f7017be
136fd1ad78ae__Alex-tru__conv_limit_5e-02_beam1.frd	https://github.com/Alex-tru/MSc-Thesis/blob/HEAD/test/conv_studies/convergence_limit/convergence_limit_dt2e-02/conv_limit_5e-02_beam1.frd	136fd1ad78aea1dd051ed23b8fb8e4bbcd962c4f
1373d8453507__mbrennwa__MonkeyCoffin20181229_VM752_1m_hor_+45.frd	https://github.com/mbrennwa/osmcdoc/blob/HEAD/plots/raw_drivers/spliced_curves/MonkeyCoffin20181229_VM752_1m_hor_+45.frd	1373d845350703a49687f08740dc83e4f9c579ab
1379706cf35a__romain-o__AMT3-4_45deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Tweeters/FRD/45deg/AMT3-4_45deg.frd	1379706cf35af643dedf309ee788f9e051c7bf06
13fcd3646426__Alex-tru__conv_limit_1e-05_beam2.frd	https://github.com/Alex-tru/MSc-Thesis/blob/HEAD/test/conv_studies/convergence_limit/convergence_limit_dt2e-02/conv_limit_1e-05_beam2.frd	13fcd36464269188635dfddfc0785639bae0fc87
140531acc7cd__romain-o__DC28FS-8_0deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Tweeters/FRD/0deg/DC28FS-8_0deg.frd	140531acc7cdf7e7baf7f70b5c7c4b1ac0d690ea
1428da34a7d3__romain-o__295-369_15deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/15deg/295-369_15deg.frd	1428da34a7d3a2634849d6a07081c0d11ec95ceb
146d95beda9a__romain-o__DC28F-8_0deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Tweeters/FRD/0deg/DC28F-8_0deg.frd	146d95beda9a29167e31cbaa568458b08b8c6c88
14e0ed717c3d__Prosper1030__current_avl_compromise_conservative_closed_lf_2p00.frd	https://github.com/Prosper1030/hpa-mdo/blob/HEAD/output/go_mode_main_wing_closed_loop_final/fem_case_package/calculix/lf_2p00/current_avl_compromise_conservative_closed_lf_2p00.frd	14e0ed717c3d87c235d3bdb44b46ae29a5ea36b9
14eaec54da2e__romain-o__SIG270-4_0deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/0deg/SIG270-4_0deg.frd	14eaec54da2eb402c0c854d4fdd1d3ef5d89def8
152ef3eb6ff3__romain-o__RS225P-8A_30deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/30deg/RS225P-8A_30deg.frd	152ef3eb6ff33a227f0b044e32fc24aa0e09a395
154bb6c45ef7__mbrennwa__MonkeyCoffin20181229_SCANR2904WG148_1m_hor_+15.frd	https://github.com/mbrennwa/osmcdoc/blob/HEAD/plots/raw_drivers/spliced_curves/MonkeyCoffin20181229_SCANR2904WG148_1m_hor_+15.frd	154bb6c45ef7662b5006cfd08ef092f41806da9c
15a3ea4f845a__lpaiu-cs__8834_apollo15_crd_250307_1722_0.frd	https://github.com/lpaiu-cs/self-mass-unobservability/blob/HEAD/data/request4_llr/monthly_split_probe_apollo15_202503/8834_apollo15_crd_250307_1722_0.frd	15a3ea4f845a187c0f15e717b5102f253c2b77b6
15d59b819ac4__romain-o__DSA90-8_0deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/0deg/DSA90-8_0deg.frd	15d59b819ac451ab81435cadc263aac189348452
15f010ac1f48__srinivas486__merged_target.frd	https://github.com/srinivas486/audyssey-rew-tuner/blob/HEAD/output/merged_target.frd	15f010ac1f48cc1ede384a2fd8c5214569db159b
1671a2f9b6fd__romain-o__SIG180-4_45deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/45deg/SIG180-4_45deg.frd	1671a2f9b6fdcc5860d1953c0c0d691eec7224a9
16c7422abaa1__romain-o__DC160-4_45deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/45deg/DC160-4_45deg.frd	16c7422abaa1f326b13c4164b1a8cd7b3f942424
18269f4f058c__mbrennwa__MonkeyCoffin20181229_12PR320_1m_hor_+30.frd	https://github.com/mbrennwa/osmcdoc/blob/HEAD/plots/raw_drivers/spliced_curves/MonkeyCoffin20181229_12PR320_1m_hor_+30.frd	18269f4f058cae585b503d480d65f051fc55f9e0
1850d4a1cdb1__of-matches__RST28F-4@30.frd	https://github.com/of-matches/FreedomSystem/blob/HEAD/DriverDatabase/Manufacturer Data/RST28F-4_data/FRD/RST28F-4@30.frd	1850d4a1cdb1d61c1731d11b3aaa653a76711f10
18665a5f2653__romain-o__DSA135-8_15deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/15deg/DSA135-8_15deg.frd	18665a5f26533ec67c4eff929c27d3a19a29f7c9
18b1a3cc7745__pierreaubert__Aalto_3_Active_Pro_hor_-50.frd	https://github.com/pierreaubert/spinorama/blob/HEAD/datas/measurements/Aalto Speakers Aalto 3 Active Pro/vendor/Originals/Aalto 3 Active Pro hor -50.frd	18b1a3cc77459ec81f185766caf86571384f652e
18bd5a55e8d7__romain-o__DSA315-8_15deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/15deg/DSA315-8_15deg.frd	18bd5a55e8d769565bb6e8f3e93ef1ce66188840
19017337a2fe__romain-o__PS95-8_0deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/0deg/PS95-8_0deg.frd	19017337a2fecab7fb01de9c7ba8e22183b19664
1919f22d42b9__lpaiu-cs__8834_apollo15_crd_250307_1749_0.frd	https://github.com/lpaiu-cs/self-mass-unobservability/blob/HEAD/data/request4_llr/monthly_split_probe_apollo15_202503/8834_apollo15_crd_250307_1749_0.frd	1919f22d42b9a77843073c918d456107fdf47861
191e653b4c60__lpaiu-cs__8834_apollo15_crd_250308_1920_0.frd	https://github.com/lpaiu-cs/self-mass-unobservability/blob/HEAD/data/request4_llr/monthly_split_probe_apollo15_202503/8834_apollo15_crd_250308_1920_0.frd	191e653b4c603393e534dc6c807919bf5e0cfb9a
19bf0b1fa89c__romain-o__DC130B-4_45deg.frd	https://github.com/romain-o/FindMyCrossover/blob/HEAD/data/Woofers/FRD/45deg/DC130B-4_45deg.frd	19bf0b1fa89c132838f229755153806be5d428df
19dc5bce999e__pierreaubert__Aalto_3_Active_Pro_ver_-130.frd	https://github.com/pierreaubert/spinorama/blob/HEAD/datas/measurements/Aalto Speakers Aalto 3 Active Pro/vendor/Originals/Aalto 3 Active Pro ver -130.frd	19dc5bce999ebea103bea001ed04308d474c2f5f
1a54a21cf8e0__jonronen__woofer.frd	https://github.com/jonronen/speaker-measurements/blob/HEAD/dayton e180he morel cat408/woofer.frd	1a54a21cf8e046a0e0507530871ee1a4c7bb2607
1ae29051df67__tnakaicode__compr-rotor.frd	https://github.com/tnakaicode/PlotGallery/blob/HEAD/ccx_gallery/compr-rotor.frd	1ae29051df6784f036cae900faf232e4e45b79fe
1b05cdcc8139__dpohanlon__TCP115-8@0.frd	https://github.com/dpohanlon/crossover/blob/HEAD/data/TCP115-8@0.frd	1b05cdcc8139b32c0a09edbd2f540a4da854c2e9
1b541e0569d9__jonronen__Woofer_and_Tweeter.frd	https://github.com/jonronen/speaker-measurements/blob/HEAD/Sealed SIG120 DX25TG59/Woofer and Tweeter.frd	1b541e0569d9d456c295cb39b7a431413debe7a9
1c0e91960c05__Dhondtguido__global_2d3d.frd	https://github.com/Dhondtguido/CalculiX/blob/HEAD/test/global_2d3d.frd	1c0e91960c05c26c71d15905a05e50dec0254a70
1c0e91960c05__jwharington__global_2d3d.frd	https://github.com/jwharington/CalculiX/blob/HEAD/test/global_2d3d.frd	1c0e91960c05c26c71d15905a05e50dec0254a70
1c16013f73f2__YongleEncyclopedia__cantilever_hex8_medium.frd	https://github.com/YongleEncyclopedia/parallel-global-stiffness-assembly-research-and-implementation/blob/HEAD/parallel_global_stiffness_assembly/cpu_parallel_stiffness_assembly/results/validation-export/2026-05-23-linux-intel-calculix/cantilever_hex8_medium/calculix/cantilever_hex8_medium.frd	1c16013f73f20ab3844cb298575bbc826532bfb2
1c6a5e117cfd__airpocket-soundman__hit_d5.frd	https://github.com/airpocket-soundman/acrylic_pan/blob/HEAD/web/assets/simulation/calculix/hit_d5.frd	1c6a5e117cfd9f6d74f01f9714e8c9f76c22b511
1c6a5e117cfd__airpocket-soundman__hit_d5.frd	https://github.com/airpocket-soundman/acrylic_pan_uno_q/blob/HEAD/web/assets/simulation/calculix/hit_d5.frd	1c6a5e117cfd9f6d74f01f9714e8c9f76c22b511
1c82a9d1afa2__rbkmoney__is_trusted_with_payments_and_withdrawals_conditions.frd	https://github.com/rbkmoney/fraudo/blob/HEAD/src/test/resources/rules/is_trusted_with_payments_and_withdrawals_conditions.frd	1c82a9d1afa20d002d979ab0ce00404b54efbef3
